id_cafes_bebidas;cafeteria_id;bebida_id;precio;categoria
17653;3531;228;25,4;caro
17654;3531;90;26,2;caro
17655;3531;49;25,1;caro
17656;3532;11;12,7;medio
17657;3532;164;17,5;medio
17658;3532;71;11;medio
17659;3532;66;17,1;medio
17660;3532;172;11,6;medio
17661;3533;3;20,9;caro
17662;3533;155;29,9;caro
17663;3533;134;21,5;caro
17664;3533;22;25,2;caro
17665;3533;124;26,4;caro
17666;3534;218;8,2;barato
17667;3534;83;8;barato
17668;3534;112;9,8;barato
17669;3534;118;7,7;barato
17670;3534;49;7,9;barato
17671;3535;126;12,9;medio
17672;3535;135;12,1;medio
17673;3535;225;13,1;medio
17674;3535;180;11,3;medio
17675;3535;191;16,8;medio
17676;3536;225;24,9;caro
17677;3536;13;26,3;caro
17678;3536;184;27,1;caro
17679;3536;188;27,6;caro
17680;3536;140;21,1;caro
17681;3537;24;20,2;caro
17682;3537;178;23,8;caro
17683;3537;189;24,7;caro
17684;3537;198;24,8;caro
17685;3537;52;29,1;caro
17686;3538;121;19,6;medio
17687;3538;153;12;medio
17688;3538;91;17,8;medio
17689;3538;34;15,9;medio
17690;3538;72;18,5;medio
17691;3539;69;12;medio
17692;3539;74;19,6;medio
17693;3539;184;14,9;medio
17694;3539;226;19,9;medio
17695;3539;3;18,7;medio
17696;3540;184;15;medio
17697;3540;6;11,3;medio
17698;3540;95;18,4;medio
17699;3540;50;19,9;medio
17700;3540;190;17,9;medio
17701;3541;207;22,8;caro
17702;3541;224;27;caro
17703;3541;184;23;caro
17704;3541;195;24,9;caro
17705;3541;62;29,4;caro
17706;3542;82;25,7;caro
17707;3542;135;23,8;caro
17708;3542;142;20,5;caro
17709;3542;199;25,7;caro
17710;3542;53;23,3;caro
17711;3543;191;17,5;medio
17712;3543;5;19,6;medio
17713;3543;58;11,6;medio
17714;3543;195;18,1;medio
17715;3543;71;18,6;medio
17716;3544;207;26;caro
17717;3544;193;22,5;caro
17718;3544;57;28,9;caro
17719;3544;71;26,4;caro
17720;3544;87;22,4;caro
17721;3545;111;14,2;medio
17722;3545;74;16,4;medio
17723;3545;165;18,8;medio
17724;3545;189;15,6;medio
17725;3545;90;18,6;medio
17726;3546;129;13,8;medio
17727;3546;170;17,5;medio
17728;3546;106;17,3;medio
17729;3546;71;13,2;medio
17730;3546;235;18,9;medio
17731;3547;91;27,6;caro
17732;3547;34;23,7;caro
17733;3547;96;20,1;caro
17734;3547;168;26,1;caro
17735;3547;182;23,2;caro
17736;3548;151;26,1;caro
17737;3548;121;29;caro
17738;3548;158;28,7;caro
17739;3548;103;21,2;caro
17740;3548;107;29,1;caro
17741;3549;101;6,2;barato
17742;3549;123;8,1;barato
17743;3549;106;7,7;barato
17744;3549;185;6,8;barato
17745;3549;50;9,7;barato
17746;3550;193;5,5;barato
17747;3550;218;7,5;barato
17748;3550;35;7,3;barato
17749;3550;122;9,2;barato
17750;3550;14;7;barato
17751;3551;224;27,2;caro
17752;3551;69;23,7;caro
17753;3551;95;21,6;caro
17754;3551;93;27,6;caro
17755;3551;208;24,1;caro
17756;3552;119;8,3;barato
17757;3552;180;6,3;barato
17758;3552;227;8,4;barato
17759;3552;224;5;barato
17760;3552;199;5,2;barato
17761;3553;117;5,1;barato
17762;3553;78;9,2;barato
17763;3553;23;9,3;barato
17764;3553;214;5,1;barato
17765;3553;200;5,1;barato
17766;3554;32;26,7;caro
17767;3554;185;21,7;caro
17768;3554;211;29,9;caro
17769;3554;99;28,6;caro
17770;3554;216;21,7;caro
17771;3555;29;21;caro
17772;3555;220;27,1;caro
17773;3555;183;26,2;caro
17774;3555;20;28,4;caro
17775;3555;42;20,2;caro
17776;3556;59;7,4;barato
17777;3556;18;7,6;barato
17778;3556;185;5,6;barato
17779;3556;82;8,5;barato
17780;3556;235;5,6;barato
17781;3557;142;6,5;barato
17782;3557;55;9,8;barato
17783;3557;22;7;barato
17784;3557;101;9,5;barato
17785;3557;7;5,7;barato
17786;3558;18;24,2;caro
17787;3558;218;24,7;caro
17788;3558;102;21,5;caro
17789;3558;55;24,7;caro
17790;3558;94;24;caro
17791;3559;27;7,8;barato
17792;3559;26;9,9;barato
17793;3559;65;7,6;barato
17794;3559;115;6,6;barato
17795;3559;14;7,3;barato
17796;3560;30;17;medio
17797;3560;100;11,3;medio
17798;3560;27;12,1;medio
17799;3560;186;17,9;medio
17800;3560;174;18,1;medio
17801;3561;33;11,7;medio
17802;3561;89;18,1;medio
17803;3561;84;11,6;medio
17804;3561;204;14,6;medio
17805;3561;183;14;medio
17806;3562;130;18,1;medio
17807;3562;109;11,2;medio
17808;3562;133;18;medio
17809;3562;158;19,9;medio
17810;3562;39;18,4;medio
17811;3563;34;21;caro
17812;3563;81;28;caro
17813;3563;36;22,3;caro
17814;3563;72;22,6;caro
17815;3563;148;27,5;caro
17816;3564;4;15,8;medio
17817;3564;23;19,7;medio
17818;3564;142;18,9;medio
17819;3564;131;14,4;medio
17820;3564;148;11,4;medio
17821;3565;190;13,7;medio
17822;3565;135;19,4;medio
17823;3565;113;18,4;medio
17824;3565;44;18,9;medio
17825;3565;176;18,9;medio
17826;3566;190;25,2;caro
17827;3566;121;20,5;caro
17828;3566;175;29,3;caro
17829;3566;7;26;caro
17830;3566;37;27,7;caro
17831;3567;3;23,3;caro
17832;3567;79;27,9;caro
17833;3567;153;27,7;caro
17834;3567;77;25,3;caro
17835;3567;212;26,4;caro
17836;3568;5;8,3;barato
17837;3568;27;6;barato
17838;3568;81;8,7;barato
17839;3568;30;5,1;barato
17840;3568;172;6,4;barato
17841;3569;208;9,5;barato
17842;3569;134;5,8;barato
17843;3569;238;6,4;barato
17844;3569;51;7,1;barato
17845;3569;96;5,3;barato
17846;3570;3;5,3;barato
17847;3570;232;6,1;barato
17848;3570;7;5,4;barato
17849;3570;145;9,3;barato
17850;3570;105;5,1;barato
17851;3571;26;23,1;caro
17852;3571;111;23,8;caro
17853;3571;211;26,4;caro
17854;3571;105;22,7;caro
17855;3571;183;26,6;caro
17856;3572;18;22,7;caro
17857;3572;86;27;caro
17858;3572;131;24,2;caro
17859;3572;203;26,2;caro
17860;3572;76;23;caro
17861;3573;116;5,9;barato
17862;3573;88;6,9;barato
17863;3573;135;5,1;barato
17864;3573;14;9,3;barato
17865;3573;114;5,4;barato
17866;3574;10;17,6;medio
17867;3574;30;11,3;medio
17868;3574;41;16,2;medio
17869;3574;229;16,1;medio
17870;3574;46;12;medio
17871;3575;223;14,2;medio
17872;3575;134;16,7;medio
17873;3575;27;18;medio
17874;3575;40;16,4;medio
17875;3575;115;15,7;medio
17876;3576;134;6,3;barato
17877;3576;13;6,3;barato
17878;3576;133;5,5;barato
17879;3576;136;5,8;barato
17880;3576;153;9,6;barato
17881;3577;110;19,3;medio
17882;3577;170;16,5;medio
17883;3577;125;15,8;medio
17884;3577;209;16,4;medio
17885;3577;77;16,8;medio
17886;3578;203;19,9;medio
17887;3578;54;15,1;medio
17888;3578;215;12,1;medio
17889;3578;11;14,6;medio
17890;3578;207;19,1;medio
17891;3579;31;26,9;caro
17892;3579;146;20;caro
17893;3579;190;28,7;caro
17894;3579;159;27;caro
17895;3579;201;25;caro
17896;3580;70;13;medio
17897;3580;133;19,3;medio
17898;3580;114;14,2;medio
17899;3580;137;12,7;medio
17900;3580;123;11,7;medio
17901;3581;3;19,1;medio
17902;3581;204;17,7;medio
17903;3581;44;15,4;medio
17904;3581;7;18,4;medio
17905;3581;76;14,9;medio
17906;3582;25;28,2;caro
17907;3582;140;22,9;caro
17908;3582;222;21,8;caro
17909;3582;39;22,9;caro
17910;3582;88;23,2;caro
17911;3583;125;9,6;barato
17912;3583;47;10;barato
17913;3583;126;9,8;barato
17914;3583;78;8,2;barato
17915;3583;44;8,1;barato
17916;3584;184;27,3;caro
17917;3584;81;28,2;caro
17918;3584;122;28;caro
17919;3584;216;20;caro
17920;3584;34;20,2;caro
17921;3585;35;11,4;medio
17922;3585;190;19,8;medio
17923;3585;111;12,5;medio
17924;3585;166;20;medio
17925;3585;182;19,5;medio
17926;3586;117;17,8;medio
17927;3586;97;11,7;medio
17928;3586;216;17,2;medio
17929;3586;114;13,2;medio
17930;3586;103;14,9;medio
17931;3587;61;9,6;barato
17932;3587;54;7,9;barato
17933;3587;119;7,3;barato
17934;3587;100;8,2;barato
17935;3587;72;5,2;barato
17936;3588;203;8,9;barato
17937;3588;127;5,1;barato
17938;3588;56;7,5;barato
17939;3588;178;9,2;barato
17940;3588;170;5,5;barato
17941;3589;104;13,7;medio
17942;3589;143;18,3;medio
17943;3589;29;19,5;medio
17944;3589;145;13,7;medio
17945;3589;236;13,6;medio
17946;3590;129;28,8;caro
17947;3590;96;25,6;caro
17948;3590;221;22,2;caro
17949;3590;57;20,8;caro
17950;3590;6;24,1;caro
17951;3591;122;22,1;caro
17952;3591;164;24,3;caro
17953;3591;19;21,1;caro
17954;3591;136;25,3;caro
17955;3591;114;26,4;caro
17956;3592;226;9,3;barato
17957;3592;56;8,1;barato
17958;3592;189;6;barato
17959;3592;39;8;barato
17960;3592;235;6,8;barato
17961;3593;203;23,8;caro
17962;3593;109;22,7;caro
17963;3593;173;28,6;caro
17964;3593;195;20,5;caro
17965;3593;148;27;caro
17966;3594;71;5,6;barato
17967;3594;24;7;barato
17968;3594;209;7,8;barato
17969;3594;150;8,2;barato
17970;3594;112;8,5;barato
17971;3595;225;28,7;caro
17972;3595;138;23,4;caro
17973;3595;179;28,3;caro
17974;3595;118;21,4;caro
17975;3595;180;28,9;caro
17976;3596;68;12,5;medio
17977;3596;115;18,8;medio
17978;3596;39;19,1;medio
17979;3596;13;19,4;medio
17980;3596;126;13,5;medio
17981;3597;196;19,7;medio
17982;3597;153;15,6;medio
17983;3597;63;12,7;medio
17984;3597;38;12,4;medio
17985;3597;185;19;medio
17986;3598;93;11,3;medio
17987;3598;22;15;medio
17988;3598;198;14,1;medio
17989;3598;155;14,7;medio
17990;3598;88;19,3;medio
17991;3599;32;5;barato
17992;3599;110;6,5;barato
17993;3599;53;10;barato
17994;3599;169;6,3;barato
17995;3599;203;9,8;barato
17996;3600;61;21,6;caro
17997;3600;176;25;caro
17998;3600;135;25,4;caro
17999;3600;192;23,5;caro
18000;3600;200;22,9;caro
18001;3601;35;26,2;caro
18002;3601;131;28,3;caro
18003;3601;203;24,8;caro
18004;3601;210;28,1;caro
18005;3601;132;20,9;caro
18006;3602;24;27,2;caro
18007;3602;111;25,9;caro
18008;3602;146;23,7;caro
18009;3602;97;25,4;caro
18010;3602;175;25,5;caro
18011;3603;48;6,5;barato
18012;3603;129;8;barato
18013;3603;114;8,8;barato
18014;3603;196;9;barato
18015;3603;195;6,4;barato
18016;3604;211;6,3;barato
18017;3604;113;5,8;barato
18018;3604;135;5,1;barato
18019;3604;120;8;barato
18020;3604;163;9,5;barato
18021;3605;119;6,8;barato
18022;3605;74;8;barato
18023;3605;65;7,8;barato
18024;3605;105;5;barato
18025;3605;37;5,5;barato
18026;3606;49;8,2;barato
18027;3606;154;7,9;barato
18028;3606;7;8,5;barato
18029;3606;232;7,3;barato
18030;3606;219;7,7;barato
18031;3607;232;23,9;caro
18032;3607;44;21,5;caro
18033;3607;206;28,1;caro
18034;3607;27;24,3;caro
18035;3607;46;27,3;caro
18036;3608;143;8,8;barato
18037;3608;70;10;barato
18038;3608;9;9,3;barato
18039;3608;39;7,4;barato
18040;3608;119;7,6;barato
18041;3609;157;9,8;barato
18042;3609;127;9,6;barato
18043;3609;116;9,5;barato
18044;3609;93;9,1;barato
18045;3609;28;9,3;barato
18046;3610;190;20,7;caro
18047;3610;52;24,5;caro
18048;3610;88;23,6;caro
18049;3610;90;27,9;caro
18050;3610;92;22,9;caro
18051;3611;150;8,5;barato
18052;3611;11;8,3;barato
18053;3611;179;8,9;barato
18054;3611;215;6,8;barato
18055;3611;88;8,8;barato
18056;3612;67;26,1;caro
18057;3612;228;29,7;caro
18058;3612;175;20,8;caro
18059;3612;197;28,1;caro
18060;3612;16;23,1;caro
18061;3613;26;9,9;barato
18062;3613;165;5,3;barato
18063;3613;158;8,6;barato
18064;3613;213;6,6;barato
18065;3613;134;8,3;barato
18066;3614;125;5,9;barato
18067;3614;36;6,4;barato
18068;3614;238;6,7;barato
18069;3614;192;7;barato
18070;3614;188;9,9;barato
18071;3615;80;18,2;medio
18072;3615;68;15,6;medio
18073;3615;161;18,6;medio
18074;3615;162;15,9;medio
18075;3615;221;12;medio
18076;3616;32;9;barato
18077;3616;35;5,3;barato
18078;3616;78;7,7;barato
18079;3616;92;6,2;barato
18080;3616;214;6,6;barato
18081;3617;143;12;medio
18082;3617;140;11,7;medio
18083;3617;204;14,7;medio
18084;3617;59;11,4;medio
18085;3617;185;14,4;medio
18086;3618;178;24,1;caro
18087;3618;230;27,5;caro
18088;3618;218;20,9;caro
18089;3618;29;23,8;caro
18090;3618;24;20,9;caro
18091;3619;198;25,7;caro
18092;3619;163;21,5;caro
18093;3619;21;27,6;caro
18094;3619;219;22,7;caro
18095;3619;173;26;caro
18096;3620;23;29,5;caro
18097;3620;148;24,4;caro
18098;3620;201;29;caro
18099;3620;235;23,4;caro
18100;3620;48;29,3;caro
18101;3621;152;5,8;barato
18102;3621;201;6,7;barato
18103;3621;1;8,9;barato
18104;3621;151;9,4;barato
18105;3621;8;8,7;barato
18106;3622;22;9,3;barato
18107;3622;136;6;barato
18108;3622;61;5,6;barato
18109;3622;96;6,3;barato
18110;3622;237;5,9;barato
18111;3623;155;17,7;medio
18112;3623;177;14,1;medio
18113;3623;46;12;medio
18114;3623;119;17,4;medio
18115;3623;68;11,8;medio
18116;3624;170;20,5;caro
18117;3624;72;27,9;caro
18118;3624;129;21,8;caro
18119;3624;8;21,3;caro
18120;3624;34;20;caro
18121;3625;146;17;medio
18122;3625;30;16,2;medio
18123;3625;74;17,1;medio
18124;3625;3;19;medio
18125;3625;200;19,8;medio
18126;3626;37;15,6;medio
18127;3626;2;16,7;medio
18128;3626;122;13,1;medio
18129;3626;138;16,3;medio
18130;3626;97;12,1;medio
18131;3627;194;16,6;medio
18132;3627;213;11,1;medio
18133;3627;28;19,7;medio
18134;3627;216;18,8;medio
18135;3627;163;11,9;medio
18136;3628;34;22,3;caro
18137;3628;179;28,3;caro
18138;3628;160;29,2;caro
18139;3628;14;25,9;caro
18140;3628;20;24;caro
18141;3629;44;6,9;barato
18142;3629;137;9,4;barato
18143;3629;50;6,1;barato
18144;3629;205;6,1;barato
18145;3629;76;9,5;barato
18146;3630;106;17,7;medio
18147;3630;17;11,5;medio
18148;3630;129;18,7;medio
18149;3630;23;13,2;medio
18150;3630;91;15,9;medio
18151;3631;15;28,1;caro
18152;3631;74;20,6;caro
18153;3631;40;27,8;caro
18154;3631;170;22,5;caro
18155;3631;180;25,3;caro
18156;3632;232;25,8;caro
18157;3632;10;22,1;caro
18158;3632;207;20,7;caro
18159;3632;63;25,9;caro
18160;3632;13;24,3;caro
18161;3633;19;17,8;medio
18162;3633;9;18,1;medio
18163;3633;46;11,4;medio
18164;3633;18;15;medio
18165;3633;33;14,1;medio
18166;3634;19;24,1;caro
18167;3634;147;25,6;caro
18168;3634;134;23,3;caro
18169;3634;133;28,8;caro
18170;3634;8;29,1;caro
18171;3635;173;21,9;caro
18172;3635;200;22,8;caro
18173;3635;28;20,4;caro
18174;3635;236;20,8;caro
18175;3635;160;25,3;caro
18176;3636;56;18,2;medio
18177;3636;194;14,1;medio
18178;3636;69;13,3;medio
18179;3636;87;17,9;medio
18180;3636;44;19,3;medio
18181;3637;220;28,4;caro
18182;3637;87;22,2;caro
18183;3637;126;28,9;caro
18184;3637;20;24,8;caro
18185;3637;32;20,6;caro
18186;3638;227;14,5;medio
18187;3638;75;18,2;medio
18188;3638;56;13,3;medio
18189;3638;35;11,9;medio
18190;3638;19;17,5;medio
18191;3639;163;9,2;barato
18192;3639;143;7;barato
18193;3639;213;7,2;barato
18194;3639;82;8,2;barato
18195;3639;1;6,7;barato
18196;3640;225;19,9;medio
18197;3640;203;14,1;medio
18198;3640;68;16;medio
18199;3640;32;19,1;medio
18200;3640;194;17;medio
18201;3641;141;8,4;barato
18202;3641;226;8,7;barato
18203;3641;169;6,8;barato
18204;3641;125;9,6;barato
18205;3641;75;5,8;barato
18206;3642;223;6,8;barato
18207;3642;221;5,1;barato
18208;3642;159;8,4;barato
18209;3642;147;7,2;barato
18210;3642;220;8,3;barato
18211;3643;118;23,1;caro
18212;3643;56;25,8;caro
18213;3643;11;24;caro
18214;3643;14;27,2;caro
18215;3643;165;20,9;caro
18216;3644;63;20,8;caro
18217;3644;98;23,4;caro
18218;3644;1;21,9;caro
18219;3644;148;27,8;caro
18220;3644;111;25,4;caro
18221;3645;237;17,3;medio
18222;3645;81;13,3;medio
18223;3645;54;12,4;medio
18224;3645;185;16,1;medio
18225;3645;146;16,1;medio
18226;3646;134;15,4;medio
18227;3646;95;19,4;medio
18228;3646;39;14,2;medio
18229;3646;61;16,4;medio
18230;3646;77;17,5;medio
18231;3647;14;17,2;medio
18232;3647;108;17,2;medio
18233;3647;49;14,9;medio
18234;3647;192;19,5;medio
18235;3647;33;16,7;medio
18236;3648;205;26,7;caro
18237;3648;24;24,3;caro
18238;3648;33;29;caro
18239;3648;211;21;caro
18240;3648;95;26;caro
18241;3649;118;6,3;barato
18242;3649;67;8,9;barato
18243;3649;1;8;barato
18244;3649;220;8,5;barato
18245;3649;201;5,7;barato
18246;3650;212;5,7;barato
18247;3650;167;9,1;barato
18248;3650;8;9,1;barato
18249;3650;89;8,1;barato
18250;3650;228;5,3;barato
18251;3651;217;5,2;barato
18252;3651;162;5,2;barato
18253;3651;53;5,9;barato
18254;3651;58;9,9;barato
18255;3651;157;8,3;barato
18256;3652;100;9,2;barato
18257;3652;200;6,6;barato
18258;3652;192;5,7;barato
18259;3652;118;5,4;barato
18260;3652;13;8,1;barato
18261;3653;200;7,9;barato
18262;3653;81;5,4;barato
18263;3653;100;5,3;barato
18264;3653;107;5,3;barato
18265;3653;32;8,1;barato
18266;3654;134;7,9;barato
18267;3654;63;9,2;barato
18268;3654;187;9,6;barato
18269;3654;44;5,7;barato
18270;3654;219;8,4;barato
18271;3655;237;14;medio
18272;3655;130;17,3;medio
18273;3655;12;14,6;medio
18274;3655;65;19;medio
18275;3655;95;15,3;medio
18276;3656;111;19,5;medio
18277;3656;73;15,3;medio
18278;3656;188;11,5;medio
18279;3656;95;14,1;medio
18280;3656;67;15,8;medio
18281;3657;113;11,4;medio
18282;3657;44;16,5;medio
18283;3657;22;14,8;medio
18284;3657;213;13,5;medio
18285;3657;97;15,8;medio
18286;3658;118;24,7;caro
18287;3658;117;23,3;caro
18288;3658;63;26,3;caro
18289;3658;141;23,4;caro
18290;3658;171;26;caro
18291;3659;119;23,2;caro
18292;3659;140;20,7;caro
18293;3659;72;23,3;caro
18294;3659;5;25,2;caro
18295;3659;193;26,9;caro
18296;3660;18;30;caro
18297;3660;207;21;caro
18298;3660;73;27,1;caro
18299;3660;10;22,7;caro
18300;3660;13;28,1;caro
18301;3661;196;6,2;barato
18302;3661;55;8,8;barato
18303;3661;211;6,5;barato
18304;3661;190;9,9;barato
18305;3661;173;5,2;barato
18306;3662;67;9,1;barato
18307;3662;128;7,1;barato
18308;3662;3;7,9;barato
18309;3662;180;9,6;barato
18310;3662;34;6,4;barato
18311;3663;48;7;barato
18312;3663;59;6,7;barato
18313;3663;15;9,9;barato
18314;3663;126;9,1;barato
18315;3663;22;5,9;barato
18316;3664;15;7,5;barato
18317;3664;17;8,8;barato
18318;3664;157;7;barato
18319;3664;3;6,9;barato
18320;3664;57;8,9;barato
18321;3665;226;15,2;medio
18322;3665;52;13,2;medio
18323;3665;141;19,1;medio
18324;3665;201;18,7;medio
18325;3665;54;16,9;medio
18326;3666;115;11,4;medio
18327;3666;166;16,3;medio
18328;3666;214;14,2;medio
18329;3666;158;11,1;medio
18330;3666;84;13;medio
18331;3667;77;14,6;medio
18332;3667;38;19,5;medio
18333;3667;173;13,1;medio
18334;3667;120;14,9;medio
18335;3667;177;11,4;medio
18336;3668;111;19,1;medio
18337;3668;79;18,7;medio
18338;3668;142;16,6;medio
18339;3668;184;18,7;medio
18340;3668;219;12,6;medio
18341;3669;41;7;barato
18342;3669;211;5,5;barato
18343;3669;77;8,7;barato
18344;3669;167;6,9;barato
18345;3669;61;6,8;barato
18346;3670;52;25,3;caro
18347;3670;69;20,5;caro
18348;3670;107;23;caro
18349;3670;16;22,9;caro
18350;3670;66;20,6;caro
18351;3671;13;8;barato
18352;3671;225;7,6;barato
18353;3671;49;7,3;barato
18354;3671;38;6;barato
18355;3671;117;8,2;barato
18356;3672;172;12,9;medio
18357;3672;232;19;medio
18358;3672;13;14,6;medio
18359;3672;78;17;medio
18360;3672;181;15,1;medio
18361;3673;160;9,8;barato
18362;3673;145;5,9;barato
18363;3673;221;9,5;barato
18364;3673;2;9,7;barato
18365;3673;40;6,9;barato
18366;3674;10;13;medio
18367;3674;216;11,9;medio
18368;3674;17;14,1;medio
18369;3674;34;16,5;medio
18370;3674;66;16,5;medio
18371;3675;43;5,2;barato
18372;3675;87;8,5;barato
18373;3675;152;9,3;barato
18374;3675;219;7,4;barato
18375;3675;167;7,8;barato
18376;3676;136;6,2;barato
18377;3676;163;8,9;barato
18378;3676;95;7,7;barato
18379;3676;133;5,1;barato
18380;3676;206;7,3;barato
18381;3677;55;12,3;medio
18382;3677;75;19,3;medio
18383;3677;83;15,2;medio
18384;3677;177;16,7;medio
18385;3677;43;11,3;medio
18386;3678;49;8;barato
18387;3678;149;9,3;barato
18388;3678;57;7,5;barato
18389;3678;111;9,7;barato
18390;3678;83;8,7;barato
18391;3679;18;20,2;caro
18392;3679;34;20,6;caro
18393;3679;140;24,5;caro
18394;3679;165;21,6;caro
18395;3679;219;20,1;caro
18396;3680;35;17,6;medio
18397;3680;219;11,7;medio
18398;3680;166;16,5;medio
18399;3680;32;15,2;medio
18400;3680;43;14,9;medio
18401;3681;87;29,8;caro
18402;3681;14;22,5;caro
18403;3681;200;21,4;caro
18404;3681;130;27,9;caro
18405;3681;37;21,1;caro
18406;3682;42;26,2;caro
18407;3682;182;24,7;caro
18408;3682;71;29,6;caro
18409;3682;121;24,8;caro
18410;3682;154;28,7;caro
18411;3683;50;8,5;barato
18412;3683;151;6,5;barato
18413;3683;42;5,2;barato
18414;3683;35;6,8;barato
18415;3683;173;5,8;barato
18416;3684;1;14,3;medio
18417;3684;43;14,4;medio
18418;3684;213;11,9;medio
18419;3684;208;18,4;medio
18420;3684;115;12,2;medio
18421;3685;184;26,3;caro
18422;3685;64;28,9;caro
18423;3685;191;27;caro
18424;3685;121;23,9;caro
18425;3685;39;23,9;caro
18426;3686;142;9,9;barato
18427;3686;223;9,3;barato
18428;3686;218;9,3;barato
18429;3686;111;5,2;barato
18430;3686;84;6,2;barato
18431;3687;70;7,9;barato
18432;3687;67;9,2;barato
18433;3687;213;5,8;barato
18434;3687;71;5,7;barato
18435;3687;208;8,7;barato
18436;3688;26;28,8;caro
18437;3688;146;25,2;caro
18438;3688;150;29,2;caro
18439;3688;15;24,9;caro
18440;3688;196;20,7;caro
18441;3689;94;26,4;caro
18442;3689;193;24,6;caro
18443;3689;136;25,3;caro
18444;3689;151;27,6;caro
18445;3689;49;23,7;caro
18446;3690;237;5,2;barato
18447;3690;47;7,4;barato
18448;3690;160;9,4;barato
18449;3690;132;9,2;barato
18450;3690;66;7,4;barato
18451;3691;164;21;caro
18452;3691;163;24,7;caro
18453;3691;196;23,5;caro
18454;3691;147;21,3;caro
18455;3691;232;28,8;caro
18456;3692;159;25,8;caro
18457;3692;190;23,1;caro
18458;3692;14;22,5;caro
18459;3692;168;23,9;caro
18460;3692;183;21,4;caro
18461;3693;91;18,5;medio
18462;3693;196;16,6;medio
18463;3693;209;11,4;medio
18464;3693;23;14;medio
18465;3693;96;12,3;medio
18466;3694;166;6;barato
18467;3694;165;5,7;barato
18468;3694;182;6,9;barato
18469;3694;180;7,2;barato
18470;3694;1;9,7;barato
18471;3695;83;25,8;caro
18472;3695;60;23,2;caro
18473;3695;46;22;caro
18474;3695;228;27;caro
18475;3695;186;21,7;caro
18476;3696;81;19;medio
18477;3696;203;12;medio
18478;3696;182;13,6;medio
18479;3696;74;14,7;medio
18480;3696;7;12,2;medio
18481;3697;24;17,6;medio
18482;3697;30;12,4;medio
18483;3697;91;12,2;medio
18484;3697;115;12,8;medio
18485;3697;35;12,7;medio
18486;3698;224;18,5;medio
18487;3698;173;17,3;medio
18488;3698;17;17,1;medio
18489;3698;2;14,6;medio
18490;3698;189;12,4;medio
18491;3699;115;11,5;medio
18492;3699;71;14,9;medio
18493;3699;157;19,3;medio
18494;3699;201;19,6;medio
18495;3699;50;16,6;medio
18496;3700;82;26,2;caro
18497;3700;112;24,5;caro
18498;3700;149;27,3;caro
18499;3700;42;20,7;caro
18500;3700;91;23,6;caro
18501;3701;126;21,1;caro
18502;3701;136;20,5;caro
18503;3701;13;28,5;caro
18504;3701;167;25,5;caro
18505;3701;14;26,9;caro
18506;3702;139;7,4;barato
18507;3702;132;6,3;barato
18508;3702;152;7,9;barato
18509;3702;185;5;barato
18510;3702;210;5,4;barato
18511;3703;119;26,4;caro
18512;3703;78;23,9;caro
18513;3703;33;25,5;caro
18514;3703;96;21,7;caro
18515;3703;177;29,7;caro
18516;3704;161;17;medio
18517;3704;110;16,9;medio
18518;3704;45;12;medio
18519;3704;164;16,1;medio
18520;3704;78;12,5;medio
18521;3705;227;5,4;barato
18522;3705;194;9,6;barato
18523;3705;165;8,2;barato
18524;3705;224;6,1;barato
18525;3705;39;9,7;barato
18526;3706;151;14,2;medio
18527;3706;214;11,7;medio
18528;3706;38;16,3;medio
18529;3706;59;15,3;medio
18530;3706;12;14,5;medio
18531;3707;59;19,4;medio
18532;3707;103;14,1;medio
18533;3707;167;15,1;medio
18534;3707;198;13,3;medio
18535;3707;170;16,4;medio
18536;3708;61;7,5;barato
18537;3708;235;7,6;barato
18538;3708;104;5,2;barato
18539;3708;43;6;barato
18540;3708;66;9,8;barato
18541;3709;50;18,1;medio
18542;3709;188;18,6;medio
18543;3709;11;16,1;medio
18544;3709;108;19,6;medio
18545;3709;40;18,9;medio
18546;3710;238;24,3;caro
18547;3710;169;23,6;caro
18548;3710;176;28,8;caro
18549;3710;2;29,3;caro
18550;3710;233;27,7;caro
18551;3711;13;29,3;caro
18552;3711;65;29,2;caro
18553;3711;27;28;caro
18554;3711;78;27,4;caro
18555;3711;17;26,4;caro
18556;3712;191;22,7;caro
18557;3712;77;27,7;caro
18558;3712;45;26,2;caro
18559;3712;122;24,3;caro
18560;3712;15;20,9;caro
18561;3713;232;19,5;medio
18562;3713;36;19,9;medio
18563;3713;132;14,7;medio
18564;3713;66;12,3;medio
18565;3713;207;12,3;medio
18566;3714;15;24;caro
18567;3714;90;26,7;caro
18568;3714;140;21,8;caro
18569;3714;127;24,6;caro
18570;3714;53;28,2;caro
18571;3715;229;16;medio
18572;3715;44;13,4;medio
18573;3715;78;17,3;medio
18574;3715;186;15;medio
18575;3715;234;18;medio
18576;3716;237;26,1;caro
18577;3716;190;25,6;caro
18578;3716;128;20,9;caro
18579;3716;38;29,1;caro
18580;3716;215;25,2;caro
18581;3717;141;27,9;caro
18582;3717;177;28,4;caro
18583;3717;123;21,6;caro
18584;3717;2;28,7;caro
18585;3717;149;25,8;caro
18586;3718;122;18;medio
18587;3718;85;11,7;medio
18588;3718;27;18,3;medio
18589;3718;5;13,6;medio
18590;3718;230;17;medio
18591;3719;65;22,6;caro
18592;3719;29;23,7;caro
18593;3719;10;22,6;caro
18594;3719;98;21,7;caro
18595;3719;73;20,6;caro
18596;3720;226;27,2;caro
18597;3720;177;23,7;caro
