cafeteria_id;pet_friendly;tipo_musica;iluminacion;enchufes;wifi;terraza;estilo_decorativo
1697;sí;calmada;brillante;no;no;no;vintage
1698;no;calmada;cálida;no;no;no;rústico
1699;sí;sin música;brillante;no;no;sí;moderno
1700;no;alegre;brillante;no;no;no;industrial
1701;sí;alegre;tenue;sí;sí;sí;industrial
1702;no;alegre;cálida;no;no;sí;artístico
1703;sí;calmada;tenue;no;no;sí;rústico
1704;sí;alegre;tenue;no;no;sí;moderno
1705;no;sin música;cálida;sí;sí;sí;vintage
1706;no;sin música;brillante;no;no;sí;minimalista
1707;sí;alegre;cálida;sí;sí;no;vintage
1708;no;sin música;tenue;sí;no;no;vintage
1709;no;calmada;brillante;no;no;sí;vintage
1710;sí;alegre;cálida;no;no;sí;vintage
1711;no;alegre;tenue;no;sí;sí;vintage
1712;no;calmada;tenue;sí;no;sí;industrial
1713;no;calmada;tenue;no;no;sí;industrial
1714;sí;alegre;tenue;sí;no;no;industrial
1715;sí;calmada;cálida;sí;sí;sí;rústico
1716;no;calmada;cálida;no;sí;no;industrial
1717;sí;sin música;cálida;sí;sí;sí;moderno
1718;sí;alegre;cálida;no;sí;no;vintage
1719;no;calmada;cálida;no;no;no;moderno
1720;no;sin música;brillante;no;sí;sí;industrial
1721;sí;sin música;tenue;sí;no;sí;artístico
1722;no;alegre;tenue;no;sí;sí;vintage
1723;no;sin música;tenue;no;sí;no;minimalista
1724;sí;calmada;tenue;sí;sí;no;rústico
1725;sí;sin música;cálida;no;no;no;vintage
1726;sí;alegre;tenue;no;no;sí;vintage
1727;sí;sin música;cálida;no;no;no;moderno
1728;no;sin música;tenue;no;no;no;rústico
1729;no;alegre;brillante;no;sí;sí;vintage
1730;sí;calmada;cálida;no;sí;no;rústico
1731;no;calmada;brillante;sí;no;no;industrial
1732;no;sin música;tenue;sí;sí;no;minimalista
1733;sí;calmada;brillante;sí;no;sí;industrial
1734;no;calmada;cálida;no;sí;no;moderno
1735;no;sin música;cálida;sí;sí;sí;vintage
1736;sí;calmada;brillante;sí;no;sí;minimalista
1737;sí;sin música;cálida;sí;sí;sí;artístico
1738;sí;sin música;tenue;no;sí;no;artístico
1739;no;sin música;tenue;sí;sí;sí;vintage
1740;no;calmada;cálida;sí;sí;sí;vintage
1741;sí;calmada;tenue;sí;sí;no;vintage
1742;no;sin música;brillante;no;no;no;vintage
1743;no;calmada;tenue;no;no;no;industrial
1744;sí;sin música;cálida;no;no;sí;moderno
1745;sí;alegre;brillante;sí;sí;sí;artístico
1746;sí;alegre;cálida;sí;no;sí;industrial
1747;no;alegre;tenue;no;sí;no;moderno
1748;no;calmada;tenue;sí;no;no;artístico
1749;no;calmada;tenue;sí;no;no;rústico
1750;no;calmada;brillante;sí;no;sí;moderno
1751;no;sin música;cálida;sí;no;no;vintage
1752;sí;calmada;tenue;sí;no;sí;industrial
1753;sí;alegre;tenue;sí;no;sí;rústico
1754;no;calmada;tenue;no;no;sí;rústico
1755;no;sin música;tenue;no;no;no;vintage
1756;no;alegre;brillante;sí;no;sí;moderno
1757;sí;alegre;cálida;sí;no;no;rústico
1758;sí;alegre;cálida;no;no;sí;industrial
1759;no;alegre;tenue;sí;sí;no;industrial
1760;no;calmada;tenue;sí;sí;no;moderno
1761;no;calmada;brillante;sí;sí;no;vintage
1762;sí;sin música;cálida;no;sí;sí;vintage
1763;no;calmada;tenue;no;sí;no;minimalista
1764;no;alegre;brillante;sí;no;no;industrial
1765;sí;sin música;tenue;no;no;no;minimalista
1766;no;alegre;cálida;sí;no;no;rústico
1767;sí;alegre;tenue;no;no;sí;minimalista
1768;sí;calmada;cálida;sí;sí;no;minimalista
1769;no;calmada;brillante;no;sí;no;artístico
1770;sí;alegre;brillante;no;sí;sí;rústico
1771;sí;calmada;brillante;no;no;no;minimalista
1772;sí;sin música;cálida;no;no;sí;rústico
1773;no;alegre;brillante;no;no;sí;vintage
1774;no;calmada;cálida;sí;no;sí;industrial
1775;no;alegre;brillante;sí;no;no;minimalista
1776;sí;alegre;cálida;no;sí;sí;rústico
1777;no;sin música;brillante;no;no;no;rústico
1778;sí;calmada;brillante;no;sí;no;industrial
1779;no;calmada;cálida;no;sí;no;vintage
1780;no;alegre;brillante;sí;sí;sí;minimalista
1781;no;alegre;cálida;sí;sí;no;moderno
1782;no;sin música;tenue;sí;no;no;vintage
1783;no;sin música;brillante;sí;sí;sí;industrial
1784;sí;calmada;tenue;no;sí;sí;artístico
1785;sí;sin música;cálida;sí;no;no;rústico
1786;no;sin música;cálida;sí;no;no;rústico
1787;sí;sin música;tenue;no;sí;no;moderno
1788;no;alegre;cálida;no;no;sí;artístico
1789;no;calmada;tenue;sí;no;sí;industrial
1790;sí;alegre;tenue;sí;no;sí;rústico
1791;sí;sin música;brillante;sí;sí;no;industrial
1792;sí;sin música;brillante;no;sí;no;moderno
1793;no;sin música;brillante;no;no;sí;moderno
1794;no;sin música;brillante;sí;no;sí;industrial
1795;no;sin música;cálida;no;sí;sí;minimalista
1796;sí;alegre;brillante;sí;sí;sí;vintage
1797;sí;calmada;brillante;sí;no;sí;rústico
1798;sí;calmada;cálida;no;sí;no;moderno
1799;sí;alegre;tenue;no;no;sí;artístico
1800;sí;calmada;brillante;no;no;no;rústico
1801;sí;alegre;cálida;no;sí;no;artístico
1802;no;alegre;cálida;sí;no;no;industrial
1803;sí;alegre;cálida;no;sí;no;moderno
1804;no;alegre;brillante;sí;sí;sí;vintage
1805;no;sin música;tenue;no;sí;no;moderno
1806;sí;sin música;cálida;no;no;sí;moderno
1807;sí;calmada;tenue;sí;sí;no;rústico
1808;sí;sin música;cálida;no;sí;no;artístico
1809;sí;alegre;tenue;sí;sí;sí;rústico
1810;sí;sin música;tenue;sí;no;sí;artístico
1811;no;calmada;cálida;no;no;sí;vintage
1812;sí;calmada;brillante;sí;sí;no;vintage
1813;no;calmada;brillante;sí;no;no;rústico
1814;no;calmada;brillante;no;no;sí;artístico
1815;no;alegre;cálida;no;sí;sí;artístico
1816;no;alegre;cálida;no;sí;sí;minimalista
1817;no;sin música;tenue;no;no;sí;industrial
1818;sí;alegre;tenue;no;no;sí;minimalista
1819;sí;sin música;tenue;no;no;no;vintage
1820;no;sin música;brillante;sí;no;sí;artístico
1821;no;sin música;tenue;sí;sí;no;moderno
1822;no;sin música;brillante;no;no;no;rústico
1823;sí;alegre;tenue;sí;sí;sí;artístico
1824;no;alegre;tenue;no;sí;sí;artístico
1825;no;sin música;tenue;sí;sí;sí;artístico
1826;sí;sin música;brillante;sí;no;sí;artístico
1827;no;calmada;cálida;sí;no;no;minimalista
1828;no;sin música;tenue;no;no;no;artístico
1829;sí;sin música;cálida;no;no;sí;industrial
1830;no;alegre;cálida;sí;sí;no;artístico
1831;no;calmada;brillante;sí;no;sí;moderno
1832;sí;alegre;cálida;sí;sí;sí;minimalista
1833;no;alegre;tenue;sí;no;sí;artístico
1834;no;sin música;brillante;sí;no;no;rústico
1835;sí;alegre;brillante;no;sí;sí;moderno
1836;no;alegre;brillante;no;sí;no;industrial
1837;sí;alegre;tenue;no;no;no;minimalista
1838;no;calmada;cálida;sí;sí;sí;minimalista
1839;no;alegre;cálida;sí;no;sí;minimalista
1840;no;alegre;cálida;sí;sí;sí;rústico
1841;no;calmada;cálida;no;sí;sí;rústico
1842;no;sin música;cálida;sí;no;sí;moderno
1843;no;calmada;cálida;no;sí;no;industrial
1844;no;calmada;brillante;sí;sí;sí;moderno
1845;no;alegre;brillante;no;sí;no;industrial
1846;sí;alegre;cálida;no;sí;no;vintage
1847;sí;alegre;cálida;sí;sí;sí;moderno
1848;sí;sin música;tenue;no;sí;sí;vintage
1849;sí;sin música;tenue;sí;no;no;industrial
1850;no;sin música;brillante;no;sí;sí;artístico
1851;no;alegre;cálida;no;sí;no;vintage
1852;sí;sin música;cálida;sí;sí;sí;rústico
1853;no;sin música;brillante;sí;sí;sí;artístico
1854;sí;sin música;cálida;no;sí;sí;vintage
1855;no;sin música;tenue;no;sí;sí;rústico
1856;no;calmada;brillante;no;sí;no;vintage
1857;sí;alegre;cálida;no;sí;sí;minimalista
1858;no;sin música;brillante;no;sí;sí;vintage
1859;sí;sin música;cálida;no;no;sí;vintage
1860;sí;alegre;cálida;no;no;sí;artístico
1861;sí;sin música;brillante;sí;no;sí;artístico
1862;sí;calmada;tenue;sí;sí;sí;industrial
1863;no;sin música;tenue;no;no;sí;rústico
1864;sí;alegre;tenue;sí;no;sí;minimalista
1865;sí;alegre;cálida;no;no;sí;minimalista
1866;sí;alegre;tenue;no;sí;sí;moderno
1867;sí;alegre;tenue;no;no;sí;industrial
1868;no;calmada;tenue;no;sí;no;minimalista
1869;sí;sin música;cálida;no;sí;sí;industrial
1870;sí;calmada;brillante;sí;no;no;minimalista
1871;no;calmada;brillante;no;sí;no;vintage
1872;no;alegre;tenue;sí;sí;sí;industrial
1873;sí;alegre;cálida;sí;sí;sí;vintage
1874;no;sin música;tenue;no;sí;sí;moderno
1875;sí;alegre;cálida;no;sí;sí;rústico
1876;sí;calmada;tenue;sí;no;sí;vintage
1877;sí;sin música;cálida;no;no;sí;rústico
1878;no;calmada;cálida;no;sí;sí;rústico
1879;no;calmada;cálida;sí;no;no;minimalista
1880;no;alegre;cálida;sí;sí;no;rústico
1881;sí;sin música;cálida;sí;no;no;artístico
1882;sí;calmada;cálida;sí;sí;sí;artístico
1883;sí;alegre;cálida;sí;no;sí;moderno
1884;sí;alegre;brillante;no;no;sí;artístico
1885;no;alegre;cálida;no;no;no;vintage
1886;sí;sin música;brillante;no;sí;sí;rústico
1887;no;alegre;tenue;sí;sí;no;vintage
1888;no;calmada;tenue;no;sí;no;rústico
1889;sí;alegre;cálida;sí;sí;no;rústico
1890;no;sin música;cálida;sí;no;no;vintage
1891;sí;alegre;tenue;no;sí;sí;vintage
1892;sí;calmada;cálida;no;sí;sí;vintage
1893;no;sin música;brillante;sí;no;no;moderno
1894;no;alegre;brillante;sí;sí;no;moderno
1895;sí;alegre;brillante;no;sí;no;vintage
1896;no;alegre;tenue;no;no;sí;artístico
1897;sí;sin música;cálida;no;no;no;minimalista
1898;sí;calmada;cálida;no;sí;no;moderno
1899;no;sin música;cálida;sí;sí;sí;vintage
1900;no;calmada;cálida;no;no;sí;minimalista
1901;sí;sin música;cálida;no;sí;no;artístico
1902;sí;alegre;cálida;sí;no;sí;industrial
1903;no;calmada;cálida;sí;no;no;moderno
1904;no;alegre;tenue;sí;sí;no;rústico
1905;no;sin música;brillante;no;no;no;minimalista
1906;no;sin música;tenue;sí;no;no;vintage
1907;sí;sin música;cálida;sí;no;sí;vintage
1908;no;calmada;brillante;sí;no;no;moderno
1909;sí;sin música;tenue;sí;sí;no;rústico
1910;no;calmada;tenue;no;sí;no;industrial
1911;no;sin música;cálida;no;no;no;vintage
1912;no;sin música;brillante;no;sí;no;moderno
1913;no;sin música;tenue;sí;no;sí;minimalista
1914;sí;alegre;cálida;no;sí;no;minimalista
1915;no;calmada;cálida;no;no;no;industrial
1916;no;alegre;tenue;sí;sí;no;artístico
1917;no;calmada;brillante;sí;sí;no;rústico
1918;sí;alegre;tenue;sí;sí;sí;industrial
1919;sí;alegre;cálida;no;no;no;rústico
1920;sí;alegre;cálida;no;no;no;minimalista
1921;no;alegre;brillante;sí;no;no;artístico
1922;sí;alegre;tenue;no;no;no;moderno
1923;sí;calmada;tenue;no;no;no;industrial
1924;no;calmada;tenue;sí;no;no;industrial
1925;no;alegre;cálida;no;no;sí;artístico
1926;sí;alegre;tenue;no;no;sí;moderno
1927;no;calmada;tenue;sí;sí;no;moderno
1928;no;calmada;brillante;sí;sí;sí;artístico
1929;no;calmada;cálida;sí;sí;sí;moderno
1930;no;sin música;tenue;sí;sí;no;moderno
1931;sí;sin música;cálida;no;sí;no;industrial
1932;sí;sin música;tenue;sí;no;no;vintage
1933;no;alegre;tenue;no;sí;sí;industrial
1934;no;alegre;tenue;no;sí;no;industrial
1935;sí;calmada;cálida;sí;no;no;moderno
1936;sí;calmada;brillante;sí;sí;sí;rústico
1937;no;calmada;cálida;sí;sí;no;minimalista
1938;no;calmada;tenue;sí;sí;sí;rústico
1939;no;sin música;cálida;no;sí;sí;moderno
1940;no;sin música;brillante;no;sí;sí;minimalista
1941;no;alegre;cálida;no;sí;sí;minimalista
1942;no;calmada;tenue;no;sí;sí;artístico
1943;sí;calmada;tenue;no;no;sí;industrial
1944;no;sin música;tenue;no;no;no;moderno
1945;no;sin música;brillante;no;no;no;minimalista
1946;no;sin música;brillante;sí;sí;sí;vintage
1947;sí;sin música;brillante;sí;no;no;artístico
1948;no;calmada;cálida;sí;no;sí;artístico
1949;sí;sin música;tenue;sí;no;sí;vintage
1950;sí;sin música;cálida;sí;no;sí;minimalista
1951;sí;alegre;brillante;no;no;no;rústico
1952;no;alegre;brillante;no;sí;sí;minimalista
1953;no;alegre;cálida;sí;sí;no;vintage
1954;no;alegre;brillante;no;no;no;industrial
1955;sí;calmada;cálida;no;sí;no;vintage
1956;no;sin música;tenue;no;sí;sí;artístico
1957;sí;calmada;brillante;sí;sí;sí;moderno
1958;sí;sin música;tenue;no;sí;no;rústico
1959;sí;sin música;tenue;sí;no;sí;moderno
1960;no;calmada;tenue;sí;no;sí;vintage
1961;no;alegre;brillante;sí;sí;no;minimalista
1962;no;alegre;brillante;no;no;sí;vintage
1963;no;alegre;brillante;sí;no;sí;minimalista
1964;no;sin música;brillante;no;sí;sí;vintage
1965;no;alegre;brillante;sí;sí;sí;moderno
1966;sí;sin música;tenue;no;no;sí;rústico
1967;no;sin música;tenue;sí;sí;sí;industrial
1968;no;alegre;brillante;no;no;sí;rústico
1969;no;alegre;brillante;no;sí;no;industrial
1970;no;alegre;brillante;no;sí;no;vintage
1971;no;sin música;cálida;no;sí;no;moderno
1972;sí;sin música;tenue;sí;no;sí;artístico
1973;no;sin música;cálida;no;sí;sí;industrial
1974;no;alegre;tenue;no;sí;no;rústico
1975;sí;alegre;tenue;sí;sí;sí;vintage
1976;sí;alegre;tenue;sí;sí;sí;industrial
1977;sí;calmada;brillante;no;no;sí;vintage
1978;no;sin música;brillante;sí;sí;sí;artístico
1979;sí;calmada;tenue;no;no;sí;moderno
1980;sí;calmada;tenue;sí;sí;no;vintage
1981;no;alegre;cálida;sí;sí;sí;moderno
1982;no;alegre;tenue;no;sí;no;moderno
1983;sí;alegre;tenue;sí;sí;sí;vintage
1984;sí;calmada;tenue;sí;no;sí;industrial
1985;no;sin música;brillante;sí;no;sí;minimalista
1986;sí;calmada;brillante;sí;sí;sí;rústico
1987;sí;sin música;cálida;no;sí;sí;artístico
1988;no;alegre;brillante;sí;no;no;industrial
1989;sí;sin música;cálida;sí;sí;sí;vintage
1990;no;calmada;brillante;no;sí;sí;rústico
1991;sí;calmada;brillante;no;no;no;vintage
1992;sí;sin música;brillante;no;no;sí;moderno
1993;sí;alegre;brillante;sí;sí;sí;artístico
1994;no;calmada;tenue;sí;sí;no;vintage
1995;sí;calmada;tenue;no;no;no;industrial
1996;no;sin música;tenue;no;no;no;vintage
1997;sí;alegre;cálida;no;sí;no;artístico
1998;sí;alegre;brillante;sí;sí;no;vintage
1999;no;sin música;tenue;sí;no;sí;moderno
2000;no;sin música;tenue;sí;no;sí;moderno
2001;no;alegre;cálida;sí;sí;no;industrial
2002;sí;sin música;cálida;no;no;sí;minimalista
2003;no;sin música;tenue;sí;sí;sí;artístico
2004;no;sin música;brillante;sí;sí;no;rústico
2005;no;calmada;brillante;no;no;sí;minimalista
2006;no;sin música;tenue;sí;sí;no;industrial
2007;no;calmada;cálida;no;no;no;vintage
2008;sí;alegre;cálida;no;no;no;industrial
2009;sí;alegre;cálida;sí;sí;sí;moderno
2010;sí;sin música;tenue;no;no;no;industrial
2011;no;sin música;brillante;no;no;no;vintage
2012;sí;calmada;brillante;sí;no;sí;artístico
2013;no;alegre;brillante;no;sí;no;industrial
2014;sí;sin música;tenue;sí;no;no;vintage
2015;sí;sin música;tenue;sí;no;no;minimalista
2016;sí;alegre;brillante;no;no;no;industrial
2017;no;alegre;tenue;sí;no;no;vintage
2018;no;alegre;brillante;no;no;sí;rústico
2019;sí;sin música;tenue;no;sí;no;vintage
2020;no;calmada;brillante;no;no;sí;moderno
2021;no;sin música;tenue;sí;no;no;industrial
2022;sí;alegre;cálida;sí;no;no;rústico
2023;no;calmada;brillante;no;sí;sí;moderno
2024;no;sin música;cálida;sí;no;no;moderno
2025;no;alegre;brillante;no;no;sí;artístico
2026;no;sin música;cálida;sí;sí;sí;artístico
2027;sí;alegre;brillante;sí;no;sí;minimalista
2028;no;sin música;brillante;no;no;no;moderno
2029;sí;sin música;brillante;no;sí;no;industrial
2030;sí;calmada;brillante;sí;sí;sí;vintage
2031;no;calmada;tenue;no;sí;no;moderno
2032;sí;calmada;tenue;sí;no;sí;moderno
2033;no;sin música;cálida;no;no;sí;artístico
2034;no;calmada;tenue;no;sí;no;industrial
2035;sí;sin música;cálida;no;no;sí;artístico
2036;no;alegre;brillante;no;no;no;vintage
2037;sí;calmada;cálida;sí;sí;sí;artístico
2038;no;sin música;brillante;sí;no;no;industrial
2039;sí;alegre;brillante;no;no;sí;minimalista
2040;no;alegre;cálida;no;sí;sí;rústico
2041;sí;calmada;cálida;sí;no;no;rústico
2042;no;sin música;cálida;sí;sí;no;artístico
2043;sí;sin música;cálida;sí;sí;no;minimalista
2044;sí;calmada;cálida;no;no;sí;rústico
2045;no;sin música;cálida;sí;sí;no;artístico
2046;sí;calmada;tenue;sí;sí;no;minimalista
2047;no;sin música;brillante;no;sí;sí;moderno
2048;no;sin música;tenue;sí;no;sí;industrial
2049;sí;alegre;brillante;no;sí;sí;industrial
2050;sí;alegre;cálida;sí;no;no;vintage
2051;sí;calmada;brillante;sí;sí;no;industrial
2052;no;calmada;brillante;no;sí;sí;industrial
2053;no;calmada;cálida;sí;sí;no;rústico
2054;no;calmada;cálida;sí;sí;sí;minimalista
2055;sí;calmada;brillante;no;no;sí;rústico
2056;no;calmada;cálida;sí;sí;sí;vintage
2057;no;calmada;tenue;sí;sí;sí;vintage
2058;sí;alegre;brillante;sí;sí;sí;vintage
2059;no;sin música;cálida;no;sí;sí;vintage
2060;sí;alegre;tenue;sí;sí;no;moderno
2061;no;sin música;brillante;no;sí;sí;moderno
2062;sí;calmada;cálida;sí;sí;sí;vintage
2063;sí;sin música;brillante;no;sí;no;minimalista
2064;no;calmada;cálida;no;sí;sí;artístico
2065;sí;calmada;tenue;no;sí;no;industrial
2066;sí;alegre;tenue;no;no;sí;vintage
2067;no;sin música;tenue;no;no;no;moderno
2068;no;alegre;tenue;sí;no;no;artístico
2069;no;alegre;tenue;sí;sí;no;industrial
2070;no;sin música;tenue;sí;sí;no;vintage
2071;no;alegre;brillante;no;sí;no;minimalista
2072;sí;sin música;tenue;no;sí;no;rústico
2073;no;calmada;tenue;no;no;no;industrial
2074;no;calmada;brillante;sí;no;sí;artístico
2075;sí;calmada;cálida;no;no;no;rústico
2076;no;calmada;tenue;sí;sí;no;vintage
2077;sí;sin música;tenue;no;no;sí;industrial
2078;no;alegre;tenue;sí;sí;sí;industrial
2079;no;alegre;cálida;sí;sí;no;moderno
2080;sí;calmada;brillante;sí;sí;no;rústico
2081;no;sin música;brillante;sí;no;no;artístico
2082;no;alegre;tenue;no;sí;sí;industrial
2083;no;alegre;tenue;no;no;sí;moderno
2084;sí;sin música;brillante;sí;no;no;artístico
2085;no;alegre;brillante;no;no;sí;industrial
2086;no;calmada;brillante;no;sí;sí;vintage
2087;sí;calmada;cálida;no;sí;no;minimalista
2088;sí;calmada;brillante;no;no;no;artístico
2089;no;calmada;cálida;no;sí;no;minimalista
2090;sí;alegre;tenue;no;sí;sí;vintage
2091;no;calmada;brillante;sí;no;sí;rústico
2092;sí;calmada;tenue;no;sí;no;moderno
2093;no;alegre;cálida;sí;sí;sí;minimalista
2094;sí;calmada;cálida;no;no;sí;rústico
2095;sí;calmada;tenue;sí;sí;no;moderno
2096;sí;calmada;cálida;sí;sí;sí;minimalista
2097;sí;sin música;brillante;sí;no;sí;artístico
2098;sí;alegre;cálida;sí;no;sí;industrial
2099;sí;alegre;cálida;sí;no;sí;minimalista
2100;no;sin música;tenue;sí;sí;no;minimalista
2101;no;alegre;tenue;sí;sí;no;minimalista
2102;no;sin música;tenue;sí;sí;sí;minimalista
2103;sí;calmada;brillante;sí;sí;sí;rústico
2104;sí;calmada;cálida;no;sí;sí;industrial
2105;no;alegre;tenue;no;no;no;vintage
2106;no;calmada;brillante;sí;no;no;moderno
2107;no;sin música;tenue;sí;sí;sí;vintage
2108;sí;calmada;cálida;sí;sí;sí;vintage
2109;no;calmada;brillante;sí;sí;no;industrial
2110;no;calmada;tenue;no;sí;sí;moderno
2111;no;alegre;tenue;no;sí;no;moderno
2112;no;sin música;brillante;no;no;sí;minimalista
2113;sí;alegre;cálida;no;no;sí;vintage
2114;no;sin música;cálida;sí;no;no;moderno
2115;no;calmada;brillante;sí;no;sí;industrial
2116;sí;sin música;tenue;no;sí;sí;moderno
2117;no;alegre;brillante;sí;no;no;artístico
2118;no;sin música;brillante;sí;no;sí;vintage
2119;no;calmada;tenue;no;no;no;industrial
2120;no;sin música;cálida;no;sí;no;industrial
2121;no;calmada;tenue;sí;sí;no;industrial
2122;sí;sin música;brillante;sí;sí;sí;industrial
2123;no;calmada;brillante;no;sí;sí;industrial
2124;sí;calmada;brillante;sí;sí;sí;moderno
2125;no;calmada;brillante;sí;sí;sí;artístico
2126;sí;calmada;tenue;no;no;sí;minimalista
2127;no;calmada;brillante;sí;no;no;industrial
2128;sí;sin música;tenue;no;sí;sí;vintage
2129;sí;alegre;tenue;sí;no;no;vintage
2130;no;alegre;cálida;sí;sí;no;artístico
2131;sí;sin música;brillante;no;sí;sí;moderno
2132;no;calmada;brillante;sí;sí;sí;artístico
2133;no;sin música;tenue;no;sí;no;industrial
2134;sí;calmada;brillante;no;sí;no;vintage
2135;sí;calmada;brillante;sí;no;sí;rústico
2136;no;calmada;tenue;sí;sí;sí;moderno
2137;sí;calmada;brillante;no;sí;sí;vintage
2138;no;alegre;tenue;sí;no;sí;industrial
2139;no;calmada;brillante;no;no;sí;vintage
2140;sí;sin música;brillante;sí;no;sí;vintage
2141;sí;calmada;tenue;sí;no;sí;vintage
2142;no;calmada;tenue;no;no;sí;moderno
2143;no;calmada;tenue;sí;sí;sí;artístico
2144;sí;calmada;tenue;sí;sí;no;vintage
2145;sí;calmada;brillante;sí;no;no;rústico
2146;sí;calmada;tenue;sí;sí;sí;rústico
2147;sí;calmada;tenue;no;sí;sí;minimalista
2148;sí;sin música;cálida;sí;no;no;artístico
2149;no;alegre;cálida;sí;no;no;minimalista
2150;no;sin música;brillante;sí;sí;no;vintage
2151;sí;sin música;brillante;no;no;sí;moderno
2152;sí;calmada;tenue;no;sí;no;moderno
2153;no;sin música;brillante;sí;no;no;artístico
2154;no;alegre;tenue;no;no;no;industrial
2155;no;calmada;cálida;sí;sí;no;artístico
2156;sí;sin música;brillante;sí;no;no;industrial
2157;sí;sin música;cálida;no;no;sí;artístico
2158;no;sin música;brillante;no;no;no;minimalista
2159;sí;alegre;cálida;sí;no;sí;vintage
2160;sí;alegre;tenue;no;sí;no;industrial
2161;sí;alegre;cálida;no;no;sí;artístico
2162;sí;sin música;cálida;no;sí;sí;moderno
2163;sí;alegre;cálida;sí;no;sí;artístico
2164;no;sin música;tenue;no;no;sí;artístico
2165;sí;calmada;tenue;no;sí;no;vintage
2166;no;sin música;tenue;no;no;sí;rústico
2167;sí;sin música;cálida;sí;no;sí;artístico
2168;no;sin música;cálida;no;no;no;vintage
2169;no;sin música;cálida;no;no;sí;vintage
2170;no;calmada;brillante;no;sí;no;vintage
2171;sí;sin música;tenue;no;sí;sí;moderno
2172;sí;calmada;tenue;no;sí;sí;minimalista
2173;sí;sin música;tenue;sí;no;no;artístico
2174;sí;alegre;cálida;sí;sí;no;vintage
2175;sí;alegre;tenue;sí;no;sí;moderno
2176;sí;calmada;cálida;sí;sí;no;rústico
2177;sí;sin música;tenue;no;sí;sí;rústico
2178;no;alegre;brillante;sí;no;no;moderno
2179;sí;alegre;cálida;no;no;no;moderno
2180;sí;alegre;tenue;sí;no;no;rústico
2181;no;calmada;cálida;no;no;sí;rústico
2182;sí;alegre;tenue;no;no;sí;artístico
2183;sí;calmada;cálida;no;no;no;rústico
2184;sí;calmada;tenue;sí;sí;sí;minimalista
2185;sí;sin música;cálida;sí;sí;no;industrial
2186;no;sin música;brillante;no;sí;sí;rústico
2187;sí;sin música;brillante;no;sí;sí;moderno
2188;sí;calmada;brillante;sí;sí;sí;artístico
2189;sí;calmada;cálida;sí;no;no;moderno
2190;no;calmada;brillante;sí;sí;no;vintage
2191;sí;alegre;tenue;sí;sí;no;vintage
2192;no;calmada;cálida;sí;no;sí;rústico
2193;sí;calmada;tenue;sí;no;no;rústico
2194;no;sin música;cálida;no;no;no;vintage
2195;sí;sin música;brillante;sí;no;no;vintage
2196;sí;sin música;brillante;sí;no;no;rústico
2197;sí;calmada;tenue;sí;no;no;vintage
2198;sí;sin música;tenue;sí;sí;no;moderno
2199;no;sin música;cálida;no;sí;no;artístico
2200;sí;sin música;cálida;sí;sí;no;industrial
2201;no;calmada;brillante;sí;no;no;industrial
2202;sí;alegre;brillante;no;sí;sí;minimalista
2203;no;calmada;cálida;no;no;sí;artístico
2204;sí;alegre;brillante;sí;no;sí;moderno
2205;no;alegre;brillante;sí;sí;no;minimalista
2206;no;sin música;brillante;sí;no;sí;artístico
2207;no;sin música;tenue;no;no;sí;minimalista
2208;sí;calmada;brillante;no;sí;sí;vintage
2209;no;alegre;cálida;sí;sí;sí;rústico
2210;sí;sin música;cálida;no;no;sí;moderno
2211;no;sin música;cálida;sí;no;sí;industrial
2212;no;alegre;brillante;no;no;sí;minimalista
2213;sí;sin música;brillante;sí;sí;sí;industrial
2214;sí;calmada;cálida;sí;no;no;artístico
2215;sí;calmada;brillante;no;no;no;minimalista
2216;no;sin música;tenue;no;no;sí;rústico
2217;sí;calmada;tenue;sí;sí;sí;vintage
2218;no;sin música;cálida;no;sí;sí;artístico
2219;no;alegre;brillante;no;sí;no;moderno
2220;sí;calmada;tenue;no;sí;no;rústico
2221;sí;calmada;cálida;sí;no;no;moderno
2222;sí;sin música;brillante;sí;no;sí;industrial
2223;no;alegre;cálida;sí;no;no;artístico
2224;no;calmada;cálida;sí;sí;no;artístico
2225;no;calmada;cálida;sí;no;no;rústico
2226;no;sin música;brillante;sí;sí;sí;industrial
2227;no;calmada;brillante;no;no;sí;artístico
2228;no;calmada;tenue;sí;no;no;minimalista
2229;sí;calmada;cálida;no;sí;sí;minimalista
2230;sí;sin música;cálida;no;sí;no;industrial
2231;sí;calmada;tenue;sí;sí;sí;rústico
2232;sí;sin música;cálida;no;sí;sí;artístico
2233;no;sin música;cálida;no;no;sí;industrial
2234;sí;calmada;tenue;sí;no;no;artístico
2235;sí;sin música;brillante;sí;no;no;industrial
2236;sí;calmada;tenue;sí;sí;sí;minimalista
2237;no;alegre;cálida;no;sí;no;artístico
2238;sí;sin música;tenue;no;no;no;moderno
2239;no;alegre;tenue;sí;sí;no;artístico
2240;no;calmada;cálida;no;sí;no;artístico
2241;no;sin música;tenue;sí;sí;sí;rústico
2242;no;calmada;tenue;sí;sí;no;moderno
2243;sí;alegre;cálida;sí;sí;no;rústico
2244;sí;alegre;tenue;sí;no;no;industrial
2245;no;alegre;tenue;no;no;sí;artístico
2246;sí;sin música;tenue;sí;no;sí;rústico
2247;sí;calmada;brillante;no;sí;sí;artístico
2248;no;alegre;brillante;sí;sí;sí;industrial
2249;no;sin música;cálida;no;sí;no;minimalista
2250;no;sin música;tenue;sí;sí;sí;minimalista
