id_cafes;nombre;pais;variedad;presentacion;notas_sabor;altitud
1508;Cumbre del Río 1508;Nicaragua;Catuai;cápsula;frutal|miel|cítrico;900–1200 msnm
1509;Puerta del Horizonte Azul 1509;Guatemala;Typica;cápsula;frutal|chocolate|floral;1000–1400 msnm
1510;Jaguar Real 1510;Perú;Geisha;cápsula;frutal|miel|cítrico;1300–1600 msnm
1511;Puerta del Viento 1511;Honduras;Catuai;grano;floral|té negro|frutal;1300–1600 msnm
1512;Cosecha Dorada 1512;Colombia;Caturra;grano;floral|té negro|frutal;1200–1500 msnm
1513;Aurora del Norte 1513;Honduras;Pacamara;grano;cítrico|floral|miel;1000–1400 msnm
1514;Mirador del Encanto Andino 1514;Perú;Castillo;grano;chocolate|nuez|vainilla;1200–1500 msnm
1515;Montaña del Sur 1515;Bolivia;Geisha;grano;frutal|chocolate|floral;1200–1500 msnm
1516;Sol Mística 1516;Brasil;Catuai;molido;cítrico|floral|miel;1000–1400 msnm
1517;Travesía del Sur 1517;Perú;Bourbon;molido;terroso|especias|chocolate;1700–2100 msnm
1518;Mística Suprema 1518;Costa Rica;Maragogipe;grano;frutal|miel|cítrico;1300–1600 msnm
1519;Aroma del Volcán 1519;Brasil;Maragogipe;grano;floral|té negro|frutal;1700–2100 msnm
1520;Brisa del Mar 1520;Nicaragua;Catuai;cápsula;frutal|caramelo|vino tinto;1300–1600 msnm
1521;Valle del Cóndor 1521;Ecuador;Typica;molido;frutal|miel|cítrico;1600–2000 msnm
1522;Estrella del Corazón 1522;Perú;Catuai;cápsula;frutal|miel|cítrico;900–1200 msnm
1523;Travesía del Encanto Andino 1523;México;Pacamara;molido;cítrico|floral|miel;1700–2100 msnm
1524;Selva del Horizonte 1524;Costa Rica;Maragogipe;molido;chocolate|nuez|vainilla;1400–1800 msnm
1525;Cumbre del Horizonte Dorado 1525;México;Caturra;cápsula;frutal|chocolate|floral;1300–1600 msnm
1526;Cedro del Jaguar 1526;Bolivia;Mundo Novo;molido;frutal|miel|cítrico;1500–1900 msnm
1527;Mirador Verde 1527;Guatemala;Bourbon;grano;floral|jazmín|cítrico;1300–1600 msnm
1528;Estrella del Bosque Alto 1528;México;Maragogipe;molido;chocolate|nuez|vainilla;1700–2100 msnm
1529;Cedro del Bosque Alto 1529;Ecuador;Maragogipe;cápsula;panela|frutal|cacao;1200–1500 msnm
1530;Cacao del Corazón 1530;Brasil;Bourbon;molido;frutal|caramelo|vino tinto;1000–1400 msnm
1531;Fuente del Horizonte 1531;Brasil;Villalobos;grano;terroso|especias|chocolate;1200–1500 msnm
1532;Puerta del Oeste 1532;Ecuador;Catuai;grano;floral|jazmín|cítrico;1300–1600 msnm
1533;Sol del Alba 1533;El Salvador;Maragogipe;grano;cítrico|floral|miel;1300–1600 msnm
1534;Perla Clásica 1534;El Salvador;Maragogipe;cápsula;chocolate|nuez|vainilla;900–1200 msnm
1535;Fuego del Mar 1535;Costa Rica;Typica;grano;frutal|miel|cítrico;900–1200 msnm
1536;Cedro del Ande 1536;Bolivia;Villalobos;molido;terroso|especias|chocolate;1300–1600 msnm
1537;Sierra del Horizonte Azul 1537;Guatemala;Catuai;grano;caramelo|nuez|chocolate;1600–2000 msnm
1538;Sol Verde 1538;Nicaragua;Catuai;molido;frutal|chocolate|floral;1700–2100 msnm
1539;Horizonte del Horizonte Azul 1539;El Salvador;Pacamara;molido;terroso|especias|chocolate;1000–1400 msnm
1540;Valle del Paraíso 1540;El Salvador;Typica;molido;floral|té negro|frutal;900–1200 msnm
1541;Fuente del Trópico 1541;Perú;Caturra;molido;frutal|chocolate|floral;1000–1400 msnm
1542;Altura del Cóndor 1542;Brasil;Pacamara;molido;floral|jazmín|cítrico;1700–2100 msnm
1543;Cedro Nevada 1543;El Salvador;Catuai;molido;terroso|especias|chocolate;1200–1500 msnm
1544;Camino del Sol Naciente 1544;Colombia;Pacamara;grano;chocolate|nuez|vainilla;1400–1800 msnm
1545;Cedro del Trópico 1545;Perú;Caturra;molido;cítrico|floral|miel;1700–2100 msnm
1546;Valle del Mundo 1546;Ecuador;Bourbon;cápsula;frutal|caramelo|vino tinto;1600–2000 msnm
1547;Fuente del Mar 1547;Honduras;Villalobos;molido;floral|té negro|frutal;1200–1500 msnm
1548;Brisa del Horizonte Azul 1548;Nicaragua;Catuai;grano;floral|jazmín|cítrico;1700–2100 msnm
1549;Perla del Horizonte Dorado 1549;México;Geisha;cápsula;cítrico|floral|miel;900–1200 msnm
1550;Sendero del Valle Sagrado 1550;México;Maragogipe;molido;frutal|chocolate|floral;900–1200 msnm
1551;Cóndor del Valle 1551;Guatemala;Villalobos;molido;panela|frutal|cacao;1000–1400 msnm
1552;Sol del Camino 1552;El Salvador;Caturra;grano;floral|té negro|frutal;900–1200 msnm
1553;Trueno del Volcán 1553;Nicaragua;Typica;molido;caramelo|nuez|chocolate;1300–1600 msnm
1554;Brisa Verde 1554;Honduras;Pacamara;grano;chocolate|nuez|vainilla;1700–2100 msnm
1555;Nube del Oro 1555;Costa Rica;Maragogipe;molido;terroso|especias|chocolate;1200–1500 msnm
1556;Río del Bosque Alto 1556;El Salvador;Catuai;molido;panela|frutal|cacao;900–1200 msnm
1557;Perla del Sur 1557;México;Caturra;grano;cítrico|floral|miel;1600–2000 msnm
1558;Cascada del Norte 1558;Ecuador;Castillo;grano;frutal|miel|cítrico;1300–1600 msnm
1559;Perla Encantada 1559;Colombia;Villalobos;grano;caramelo|nuez|chocolate;1700–2100 msnm
1560;Reserva del Oeste 1560;Nicaragua;Pacamara;cápsula;panela|frutal|cacao;1000–1400 msnm
1561;Cumbre del Bosque 1561;El Salvador;Mundo Novo;grano;cítrico|floral|miel;1500–1900 msnm
1562;Colibrí del Valle Sagrado 1562;Guatemala;Maragogipe;molido;chocolate|nuez|vainilla;900–1200 msnm
1563;Mirador del Río Grande 1563;Colombia;Catuai;molido;floral|jazmín|cítrico;1500–1900 msnm
1564;Cascada Real 1564;Colombia;Pacamara;grano;chocolate|nuez|vainilla;1200–1500 msnm
1565;Rayo del Este 1565;Bolivia;Maragogipe;grano;floral|jazmín|cítrico;900–1200 msnm
1566;Estrella Andina 1566;México;Pacamara;grano;frutal|miel|cítrico;1600–2000 msnm
1567;Perla del Encanto Andino 1567;Guatemala;Mundo Novo;grano;frutal|caramelo|vino tinto;1300–1600 msnm
1568;Ceiba Tropical 1568;Honduras;Catuai;cápsula;panela|frutal|cacao;1600–2000 msnm
1569;Río del Espíritu 1569;Brasil;Caturra;molido;terroso|especias|chocolate;900–1200 msnm
1570;Sol del Café 1570;Honduras;Castillo;molido;floral|jazmín|cítrico;1000–1400 msnm
1571;Jaguar del Volcán 1571;El Salvador;Catuai;cápsula;floral|jazmín|cítrico;1000–1400 msnm
1572;Fuente del Viento 1572;Nicaragua;Typica;grano;terroso|especias|chocolate;1600–2000 msnm
1573;Altura del Bosque Alto 1573;Colombia;Mundo Novo;molido;floral|jazmín|cítrico;900–1200 msnm
1574;Aroma del Sur 1574;Guatemala;Mundo Novo;cápsula;cítrico|floral|miel;1700–2100 msnm
1575;Fuente del Volcán 1575;Colombia;Villalobos;cápsula;panela|frutal|cacao;1300–1600 msnm
1576;Fuente Suprema 1576;Brasil;Maragogipe;grano;cítrico|floral|miel;1600–2000 msnm
1577;Tesoro del Paraíso 1577;Bolivia;Castillo;molido;chocolate|nuez|vainilla;1600–2000 msnm
1578;Guacamayo del Café 1578;Perú;Typica;cápsula;chocolate|nuez|vainilla;1500–1900 msnm
1579;Maíz del Café 1579;México;Catuai;grano;panela|frutal|cacao;1000–1400 msnm
1580;Corazón del Café 1580;Colombia;Bourbon;grano;cítrico|floral|miel;1300–1600 msnm
1581;Valle del Cacao 1581;Brasil;Typica;molido;cítrico|floral|miel;1600–2000 msnm
1582;Cóndor del Camino 1582;Colombia;Catuai;cápsula;cítrico|floral|miel;1700–2100 msnm
1583;Sierra del Oeste 1583;Bolivia;Bourbon;grano;frutal|chocolate|floral;1600–2000 msnm
1584;Guacamayo del Amanecer 1584;Guatemala;Castillo;cápsula;frutal|miel|cítrico;1700–2100 msnm
1585;Fuente del Oeste 1585;Nicaragua;Catuai;cápsula;cítrico|floral|miel;1200–1500 msnm
1586;Quetzal del Maíz 1586;Ecuador;Castillo;molido;frutal|miel|cítrico;1300–1600 msnm
1587;Sol del Volcán 1587;Ecuador;Catuai;grano;chocolate|nuez|vainilla;1400–1800 msnm
1588;Encanto Tropical 1588;Colombia;Bourbon;molido;frutal|miel|cítrico;1300–1600 msnm
1589;Fuente del Cóndor 1589;Costa Rica;Catuai;grano;frutal|chocolate|floral;900–1200 msnm
1590;Joya del Tesoro 1590;Bolivia;Pacamara;cápsula;panela|frutal|cacao;1500–1900 msnm
1591;Leyenda del Lago 1591;México;Caturra;grano;caramelo|nuez|chocolate;1000–1400 msnm
1592;Sierra del Valle Sagrado 1592;Bolivia;Mundo Novo;grano;floral|jazmín|cítrico;1000–1400 msnm
1593;Fuente del Camino 1593;Honduras;Mundo Novo;molido;frutal|caramelo|vino tinto;900–1200 msnm
1594;Luz del Cóndor 1594;Costa Rica;Villalobos;grano;floral|té negro|frutal;1400–1800 msnm
1595;Perla Nevada 1595;Brasil;Typica;cápsula;floral|jazmín|cítrico;1700–2100 msnm
1596;Luz del Valle 1596;Costa Rica;Pacamara;molido;floral|té negro|frutal;1500–1900 msnm
1597;Rincón del Café 1597;Honduras;Bourbon;grano;frutal|miel|cítrico;1300–1600 msnm
1598;Valle del Alba 1598;Costa Rica;Typica;cápsula;frutal|miel|cítrico;1400–1800 msnm
1599;Valle Mística 1599;El Salvador;Geisha;grano;chocolate|nuez|vainilla;900–1200 msnm
1600;Mirador Nevada 1600;México;Pacamara;molido;terroso|especias|chocolate;1500–1900 msnm
1601;Rincón del Paraíso 1601;Honduras;Maragogipe;molido;frutal|caramelo|vino tinto;1200–1500 msnm
1602;Cedro del Maíz 1602;Nicaragua;Mundo Novo;cápsula;caramelo|nuez|chocolate;1300–1600 msnm
1603;Corazón Andina 1603;Guatemala;Caturra;molido;caramelo|nuez|chocolate;1400–1800 msnm
1604;Flor del Bosque 1604;Colombia;Pacamara;grano;floral|jazmín|cítrico;1600–2000 msnm
1605;Aurora del Horizonte Azul 1605;Guatemala;Mundo Novo;cápsula;frutal|miel|cítrico;1400–1800 msnm
1606;Cumbre del Bosque Alto 1606;Honduras;Caturra;molido;frutal|miel|cítrico;1500–1900 msnm
1607;Rincón del Horizonte Azul 1607;Bolivia;Catuai;cápsula;frutal|miel|cítrico;1200–1500 msnm
1608;Vereda del Este 1608;Costa Rica;Caturra;molido;frutal|caramelo|vino tinto;1400–1800 msnm
1609;Montaña del Jaguar 1609;El Salvador;Mundo Novo;cápsula;caramelo|nuez|chocolate;1500–1900 msnm
1610;Leyenda del Tesoro 1610;México;Villalobos;molido;panela|frutal|cacao;1200–1500 msnm
1611;Rayo del Café Especial 1611;Costa Rica;Pacamara;cápsula;frutal|miel|cítrico;1700–2100 msnm
1612;Mirador del Valle 1612;México;Geisha;grano;frutal|caramelo|vino tinto;1500–1900 msnm
1613;Esencia del Cóndor 1613;Honduras;Caturra;cápsula;cítrico|floral|miel;900–1200 msnm
1614;Joya del Oeste 1614;Nicaragua;Caturra;grano;caramelo|nuez|chocolate;1600–2000 msnm
1615;Puerta del Maíz 1615;Colombia;Mundo Novo;cápsula;floral|té negro|frutal;1500–1900 msnm
1616;Mística Andina 1616;Nicaragua;Bourbon;molido;frutal|miel|cítrico;1400–1800 msnm
1617;Jaguar del Río Grande 1617;Costa Rica;Geisha;molido;frutal|miel|cítrico;900–1200 msnm
1618;Leyenda del Sol Naciente 1618;Colombia;Maragogipe;grano;chocolate|nuez|vainilla;1700–2100 msnm
1619;Puerta del Amanecer 1619;Perú;Geisha;molido;panela|frutal|cacao;900–1200 msnm
1620;Joya del Ande 1620;Bolivia;Maragogipe;cápsula;frutal|miel|cítrico;900–1200 msnm
1621;Reserva del Cóndor 1621;Honduras;Caturra;molido;floral|té negro|frutal;1300–1600 msnm
1622;Cascada del Mar 1622;Honduras;Villalobos;molido;floral|jazmín|cítrico;1000–1400 msnm
1623;Cóndor del Nevado 1623;Nicaragua;Caturra;molido;frutal|caramelo|vino tinto;900–1200 msnm
1624;Selva del Sur 1624;Perú;Caturra;grano;frutal|caramelo|vino tinto;1300–1600 msnm
1625;Cóndor del Río Grande 1625;Colombia;Caturra;molido;chocolate|nuez|vainilla;1500–1900 msnm
1626;Flor del Cóndor 1626;México;Maragogipe;cápsula;caramelo|nuez|chocolate;1400–1800 msnm
1627;Estrella del Sur 1627;Honduras;Catuai;cápsula;frutal|miel|cítrico;1700–2100 msnm
1628;Reserva del Ande 1628;Guatemala;Mundo Novo;grano;frutal|miel|cítrico;900–1200 msnm
1629;Brisa del Este 1629;Bolivia;Geisha;cápsula;caramelo|nuez|chocolate;1700–2100 msnm
1630;Ceiba del Trópico 1630;El Salvador;Maragogipe;cápsula;frutal|chocolate|floral;1700–2100 msnm
1631;Cóndor del Trópico 1631;Perú;Pacamara;cápsula;frutal|chocolate|floral;1600–2000 msnm
1632;Ceiba del Oro 1632;México;Mundo Novo;cápsula;panela|frutal|cacao;1000–1400 msnm
1633;Cascada del Valle Sagrado 1633;Brasil;Catuai;grano;caramelo|nuez|chocolate;1500–1900 msnm
1634;Raíces del Horizonte 1634;Perú;Castillo;cápsula;frutal|miel|cítrico;1000–1400 msnm
1635;Altura del Amanecer 1635;Guatemala;Castillo;molido;chocolate|nuez|vainilla;1600–2000 msnm
1636;Alma Dorada 1636;México;Villalobos;molido;terroso|especias|chocolate;900–1200 msnm
1637;Cacao Tropical 1637;Perú;Castillo;grano;terroso|especias|chocolate;1300–1600 msnm
1638;Cedro del Oro 1638;México;Villalobos;grano;floral|té negro|frutal;1500–1900 msnm
1639;Brisa Real 1639;Nicaragua;Bourbon;cápsula;frutal|chocolate|floral;1300–1600 msnm
1640;Leyenda del Trueno 1640;Guatemala;Castillo;cápsula;floral|jazmín|cítrico;900–1200 msnm
1641;Camino del Río 1641;Brasil;Bourbon;grano;caramelo|nuez|chocolate;1200–1500 msnm
1642;Perla del Nevado 1642;México;Mundo Novo;cápsula;terroso|especias|chocolate;1400–1800 msnm
1643;Sendero del Encanto Andino 1643;Guatemala;Catuai;cápsula;chocolate|nuez|vainilla;1200–1500 msnm
1644;Cacao del Río 1644;El Salvador;Geisha;cápsula;chocolate|nuez|vainilla;1700–2100 msnm
1645;Cacao del Sol Naciente 1645;Costa Rica;Mundo Novo;grano;floral|jazmín|cítrico;1400–1800 msnm
1646;Aroma del Trueno 1646;México;Pacamara;molido;chocolate|nuez|vainilla;1400–1800 msnm
1647;Río del Tesoro 1647;Colombia;Catuai;cápsula;caramelo|nuez|chocolate;1600–2000 msnm
1648;Selva Tropical 1648;Honduras;Villalobos;cápsula;caramelo|nuez|chocolate;1300–1600 msnm
1649;Valle del Valle Sagrado 1649;México;Bourbon;molido;floral|té negro|frutal;1000–1400 msnm
1650;Fuego del Mundo 1650;Colombia;Geisha;cápsula;terroso|especias|chocolate;1700–2100 msnm
1651;Cumbre del Nevado 1651;Brasil;Typica;molido;chocolate|nuez|vainilla;1200–1500 msnm
1652;Mirador del Alba 1652;Nicaragua;Caturra;molido;panela|frutal|cacao;900–1200 msnm
1653;Sendero del Horizonte 1653;Guatemala;Catuai;grano;frutal|chocolate|floral;1500–1900 msnm
1654;Rayo del Río 1654;Costa Rica;Castillo;cápsula;cítrico|floral|miel;1200–1500 msnm
1655;Horizonte del Espíritu 1655;Perú;Maragogipe;grano;floral|jazmín|cítrico;1000–1400 msnm
1656;Fuego del Corazón 1656;Guatemala;Castillo;grano;frutal|chocolate|floral;1000–1400 msnm
1657;Alma del Valle Sagrado 1657;Brasil;Mundo Novo;molido;chocolate|nuez|vainilla;1000–1400 msnm
1658;Corazón del Río 1658;Ecuador;Caturra;grano;frutal|miel|cítrico;900–1200 msnm
1659;Rincón Andina 1659;Brasil;Mundo Novo;cápsula;terroso|especias|chocolate;1700–2100 msnm
1660;Brisa del Sol 1660;Guatemala;Geisha;molido;panela|frutal|cacao;1300–1600 msnm
1661;Mirador Dorada 1661;Bolivia;Castillo;grano;terroso|especias|chocolate;1000–1400 msnm
1662;Reserva Encantada 1662;Bolivia;Typica;grano;frutal|chocolate|floral;1000–1400 msnm
1663;Selva del Volcán 1663;El Salvador;Typica;molido;chocolate|nuez|vainilla;1300–1600 msnm
1664;Corazón del Mundo 1664;Nicaragua;Caturra;molido;panela|frutal|cacao;1300–1600 msnm
1665;Cedro del Camino 1665;Honduras;Castillo;grano;floral|té negro|frutal;1600–2000 msnm
1666;Sol del Mundo 1666;Nicaragua;Villalobos;cápsula;frutal|caramelo|vino tinto;1000–1400 msnm
1667;Trueno del Paraíso 1667;Costa Rica;Maragogipe;cápsula;frutal|caramelo|vino tinto;1400–1800 msnm
1668;Joya Nevada 1668;Ecuador;Bourbon;grano;caramelo|nuez|chocolate;1400–1800 msnm
1669;Mirador del Trópico 1669;Colombia;Bourbon;grano;frutal|miel|cítrico;1000–1400 msnm
1670;Leyenda Nevada 1670;México;Villalobos;cápsula;frutal|chocolate|floral;900–1200 msnm
1671;Brisa del Trueno 1671;Perú;Villalobos;cápsula;frutal|chocolate|floral;1500–1900 msnm
1672;Valle del Volcán 1672;Brasil;Maragogipe;molido;panela|frutal|cacao;1600–2000 msnm
1673;Horizonte del Bosque 1673;México;Pacamara;grano;frutal|caramelo|vino tinto;1300–1600 msnm
1674;Joya del Nevado 1674;Bolivia;Castillo;grano;panela|frutal|cacao;1700–2100 msnm
1675;Sierra del Café Especial 1675;Nicaragua;Villalobos;grano;caramelo|nuez|chocolate;1300–1600 msnm
1676;Granito del Oro 1676;Nicaragua;Castillo;cápsula;frutal|caramelo|vino tinto;900–1200 msnm
1677;Tesoro del Encanto 1677;Costa Rica;Pacamara;grano;floral|té negro|frutal;1400–1800 msnm
1678;Nube del Maíz 1678;Ecuador;Maragogipe;molido;floral|jazmín|cítrico;1000–1400 msnm
1679;Mística Verde 1679;Nicaragua;Catuai;cápsula;floral|té negro|frutal;1000–1400 msnm
1680;Cedro del Horizonte Dorado 1680;Guatemala;Catuai;cápsula;chocolate|nuez|vainilla;1300–1600 msnm
1681;Cedro del Corazón 1681;El Salvador;Caturra;grano;frutal|miel|cítrico;1600–2000 msnm
1682;Trueno del Sol 1682;Brasil;Bourbon;grano;floral|té negro|frutal;1300–1600 msnm
1683;Brisa del Tesoro 1683;Costa Rica;Maragogipe;cápsula;terroso|especias|chocolate;1500–1900 msnm
1684;Camino del Sur 1684;Ecuador;Geisha;grano;frutal|chocolate|floral;1600–2000 msnm
1685;Raíces del Ande 1685;Nicaragua;Pacamara;molido;floral|té negro|frutal;1700–2100 msnm
1686;Valle Dorada 1686;Colombia;Caturra;cápsula;floral|té negro|frutal;1600–2000 msnm
1687;Rayo del Alba 1687;Honduras;Pacamara;molido;floral|té negro|frutal;1300–1600 msnm
1688;Esencia del Espíritu 1688;Colombia;Pacamara;molido;frutal|chocolate|floral;1000–1400 msnm
1689;Cacao del Café 1689;Guatemala;Mundo Novo;grano;floral|té negro|frutal;1200–1500 msnm
1690;Luz del Mar 1690;Nicaragua;Catuai;cápsula;chocolate|nuez|vainilla;1000–1400 msnm
1691;Brisa del Jaguar 1691;Guatemala;Catuai;molido;panela|frutal|cacao;1000–1400 msnm
1692;Travesía del Horizonte Azul 1692;Nicaragua;Pacamara;grano;terroso|especias|chocolate;1500–1900 msnm
1693;Joya Tropical 1693;Costa Rica;Catuai;cápsula;cítrico|floral|miel;1200–1500 msnm
1694;Alma del Ande 1694;Brasil;Caturra;grano;caramelo|nuez|chocolate;1700–2100 msnm
1695;Altura del Oro 1695;Costa Rica;Castillo;cápsula;frutal|miel|cítrico;1700–2100 msnm
1696;Joya del Río 1696;Bolivia;Typica;molido;panela|frutal|cacao;1700–2100 msnm
1697;Cosecha del Bosque Alto 1697;Costa Rica;Pacamara;cápsula;frutal|miel|cítrico;1200–1500 msnm
1698;Travesía del Trueno 1698;Costa Rica;Caturra;molido;floral|té negro|frutal;1300–1600 msnm
1699;Corazón Dorada 1699;Nicaragua;Mundo Novo;molido;cítrico|floral|miel;1200–1500 msnm
1700;Corazón del Camino 1700;México;Maragogipe;molido;terroso|especias|chocolate;900–1200 msnm
1701;Cacao del Lago 1701;Guatemala;Castillo;grano;caramelo|nuez|chocolate;1200–1500 msnm
1702;Montaña del Corazón 1702;El Salvador;Castillo;molido;frutal|chocolate|floral;1500–1900 msnm
1703;Jaguar del Camino 1703;Brasil;Bourbon;cápsula;panela|frutal|cacao;1200–1500 msnm
1704;Luz del Río 1704;Bolivia;Pacamara;grano;caramelo|nuez|chocolate;1400–1800 msnm
1705;Flor del Viento 1705;Ecuador;Castillo;molido;floral|jazmín|cítrico;1500–1900 msnm
1706;Río Nevada 1706;Perú;Typica;cápsula;frutal|caramelo|vino tinto;1700–2100 msnm
1707;Montaña del Río Grande 1707;Ecuador;Maragogipe;grano;frutal|miel|cítrico;1000–1400 msnm
1708;Cascada Verde 1708;Perú;Caturra;molido;floral|té negro|frutal;1000–1400 msnm
1709;Cascada del Cacao 1709;Costa Rica;Pacamara;cápsula;panela|frutal|cacao;1300–1600 msnm
1710;Montaña del Espíritu 1710;Guatemala;Castillo;molido;floral|té negro|frutal;1200–1500 msnm
1711;Quetzal del Horizonte 1711;Perú;Maragogipe;molido;frutal|chocolate|floral;1700–2100 msnm
1712;Luz del Sol 1712;Perú;Catuai;grano;floral|jazmín|cítrico;1400–1800 msnm
1713;Reserva del Mar 1713;Colombia;Catuai;molido;cítrico|floral|miel;1500–1900 msnm
1714;Montaña Real 1714;Colombia;Caturra;molido;cítrico|floral|miel;1700–2100 msnm
1715;Camino del Bosque 1715;Bolivia;Geisha;grano;terroso|especias|chocolate;1300–1600 msnm
1716;Sendero del Horizonte Azul 1716;Honduras;Maragogipe;grano;cítrico|floral|miel;1000–1400 msnm
1717;Altura Verde 1717;México;Pacamara;cápsula;terroso|especias|chocolate;1300–1600 msnm
1718;Vereda del Valle Sagrado 1718;Perú;Castillo;grano;chocolate|nuez|vainilla;900–1200 msnm
1719;Aroma del Espíritu 1719;México;Villalobos;grano;frutal|caramelo|vino tinto;1300–1600 msnm
1720;Ceiba del Paraíso 1720;El Salvador;Castillo;molido;terroso|especias|chocolate;1500–1900 msnm
1721;Travesía del Valle Sagrado 1721;Guatemala;Caturra;grano;frutal|caramelo|vino tinto;900–1200 msnm
1722;Camino del Café Especial 1722;Guatemala;Caturra;grano;terroso|especias|chocolate;1500–1900 msnm
1723;Mística del Horizonte 1723;Honduras;Bourbon;cápsula;floral|té negro|frutal;1200–1500 msnm
1724;Cascada del Café 1724;Nicaragua;Villalobos;molido;frutal|chocolate|floral;1400–1800 msnm
1725;Aurora del Río Grande 1725;México;Castillo;cápsula;floral|té negro|frutal;1000–1400 msnm
1726;Selva del Amanecer 1726;Bolivia;Mundo Novo;molido;terroso|especias|chocolate;1000–1400 msnm
1727;Travesía del Encanto 1727;Costa Rica;Mundo Novo;cápsula;caramelo|nuez|chocolate;1600–2000 msnm
1728;Guacamayo del Valle Sagrado 1728;Ecuador;Caturra;grano;floral|té negro|frutal;1600–2000 msnm
1729;Altura del Sol 1729;Perú;Catuai;grano;terroso|especias|chocolate;1400–1800 msnm
1730;Flor del Volcán 1730;México;Catuai;molido;floral|jazmín|cítrico;1700–2100 msnm
1731;Vereda del Mundo 1731;Ecuador;Caturra;molido;panela|frutal|cacao;1300–1600 msnm
1732;Luz del Alba 1732;Brasil;Caturra;cápsula;cítrico|floral|miel;1700–2100 msnm
1733;Sendero Real 1733;Guatemala;Typica;molido;caramelo|nuez|chocolate;1000–1400 msnm
1734;Rayo del Paraíso 1734;Costa Rica;Pacamara;molido;panela|frutal|cacao;1000–1400 msnm
1735;Joya del Jaguar 1735;Colombia;Typica;grano;terroso|especias|chocolate;1200–1500 msnm
1736;Vereda Nevada 1736;Guatemala;Typica;cápsula;frutal|chocolate|floral;1400–1800 msnm
1737;Fuente del Nevado 1737;Perú;Pacamara;molido;frutal|caramelo|vino tinto;1000–1400 msnm
1738;Altura del Café 1738;Bolivia;Caturra;grano;terroso|especias|chocolate;1500–1900 msnm
1739;Sierra del Cacao 1739;Perú;Geisha;molido;terroso|especias|chocolate;1000–1400 msnm
1740;Altura del Alba 1740;Costa Rica;Typica;molido;cítrico|floral|miel;1000–1400 msnm
1741;Selva del Tesoro 1741;Nicaragua;Typica;cápsula;floral|jazmín|cítrico;1000–1400 msnm
1742;Rayo Clásica 1742;Honduras;Geisha;grano;cítrico|floral|miel;1200–1500 msnm
1743;Travesía Mística 1743;Brasil;Villalobos;cápsula;cítrico|floral|miel;1400–1800 msnm
1744;Colibrí del Cacao 1744;El Salvador;Caturra;molido;cítrico|floral|miel;1700–2100 msnm
1745;Joya del Oro 1745;Perú;Maragogipe;grano;frutal|caramelo|vino tinto;1200–1500 msnm
1746;Corazón Verde 1746;Ecuador;Mundo Novo;molido;caramelo|nuez|chocolate;1300–1600 msnm
1747;Ceiba del Valle 1747;Honduras;Typica;cápsula;panela|frutal|cacao;1700–2100 msnm
1748;Brisa del Oeste 1748;Brasil;Catuai;grano;panela|frutal|cacao;1200–1500 msnm
1749;Sendero Andina 1749;Honduras;Castillo;cápsula;chocolate|nuez|vainilla;900–1200 msnm
1750;Sierra Real 1750;Guatemala;Caturra;grano;panela|frutal|cacao;900–1200 msnm
1751;Brisa del Viento 1751;Costa Rica;Catuai;grano;frutal|caramelo|vino tinto;900–1200 msnm
1752;Jaguar del Corazón 1752;Bolivia;Villalobos;molido;frutal|miel|cítrico;1200–1500 msnm
1753;Ceiba del Mundo 1753;Guatemala;Castillo;molido;chocolate|nuez|vainilla;1400–1800 msnm
1754;Reserva Mística 1754;Ecuador;Castillo;cápsula;floral|jazmín|cítrico;1400–1800 msnm
1755;Encanto Mística 1755;Perú;Castillo;grano;frutal|caramelo|vino tinto;1300–1600 msnm
1756;Rayo del Bosque Alto 1756;Colombia;Typica;cápsula;frutal|miel|cítrico;1000–1400 msnm
1757;Selva del Lago 1757;Perú;Mundo Novo;cápsula;caramelo|nuez|chocolate;1300–1600 msnm
1758;Cedro Verde 1758;Colombia;Typica;molido;frutal|chocolate|floral;1200–1500 msnm
1759;Alma del Nevado 1759;Honduras;Catuai;grano;floral|té negro|frutal;900–1200 msnm
1760;Fuego Dorada 1760;El Salvador;Caturra;grano;floral|jazmín|cítrico;1600–2000 msnm
1761;Cacao del Este 1761;Perú;Catuai;grano;panela|frutal|cacao;1600–2000 msnm
1762;Aroma del Sol 1762;Nicaragua;Caturra;cápsula;floral|jazmín|cítrico;1400–1800 msnm
1763;Rincón Mística 1763;Colombia;Villalobos;grano;terroso|especias|chocolate;1500–1900 msnm
1764;Tesoro del Oeste 1764;Honduras;Castillo;molido;caramelo|nuez|chocolate;1200–1500 msnm
1765;Mirador del Café Especial 1765;Honduras;Geisha;grano;terroso|especias|chocolate;1700–2100 msnm
1766;Guacamayo del Oro 1766;Honduras;Geisha;molido;frutal|chocolate|floral;1400–1800 msnm
1767;Rayo del Sol 1767;Colombia;Geisha;grano;terroso|especias|chocolate;1400–1800 msnm
1768;Flor del Espíritu 1768;Bolivia;Castillo;cápsula;floral|jazmín|cítrico;1200–1500 msnm
1769;Fuente del Encanto 1769;Costa Rica;Typica;grano;frutal|miel|cítrico;1300–1600 msnm
1770;Nube del Sur 1770;Nicaragua;Pacamara;cápsula;panela|frutal|cacao;1200–1500 msnm
1771;Rayo del Trópico 1771;Guatemala;Typica;cápsula;frutal|caramelo|vino tinto;1300–1600 msnm
1772;Leyenda del Río 1772;México;Typica;cápsula;terroso|especias|chocolate;1600–2000 msnm
